id,date,city/town,distance,location_description,latitude,longitude,geolocation,hazard_type,landslide_type,landslide_size,trigger,storm_name,injuries,fatalities
2278,8/19/10,Moab,38.50248,,38.647,-109.9818,"(38.646999999999998, -109.98180000000001)",Landslide,Landslide,Medium,Downpour,,,0
2289,8/20/10,El Crucero,5.84054,,12.042,-86.2998,"(12.042, -86.299800000000005)",Landslide,Mudslide,Medium,Downpour,,,3
2300,8/21/10,San Fernando,0.92162,,10.2753,-61.4689,"(10.2753, -61.468899999999998)",Landslide,Landslide,Medium,Downpour,,,0
2321,8/24/10,Santiago Choapam,16.16369,,17.2568,-96.0289,"(17.256799999999998, -96.028899999999993)",Landslide,Mudslide,Medium,Tropical cyclone,Hurricane Frank,,2
2322,8/24/10,Santa María la Asunción,0.6355,,18.106,-96.8133,"(18.106000000000002, -96.813299999999998)",Landslide,Mudslide,Medium,Tropical cyclone,Hurricane Frank,,2
2330,8/25/10,San José de Bocay,1.36745,,13.5317,-85.5325,"(13.531700000000001, -85.532499999999999)",Landslide,Landslide,Medium,Downpour,,,
2331,8/25/10,Málaga ,2.99929,,6.7254,-72.726,"(6.7253999999999996, -72.725999999999999)",Landslide,Landslide,Medium,Downpour,,,0
2333,8/25/10,Yucaipa,11.06641,,34.0935,-116.9472,"(34.093499999999999, -116.9472)",Landslide,Mudslide,Small,Downpour,,,0
2348,8/28/10,Mixco,2.10418,,14.6257,-90.5885,"(14.6257, -90.588499999999996)",Landslide,Landslide,Medium,Downpour,,,0
2349,8/28/10,Mixco,3.64749,,14.665,-90.6158,"(14.664999999999999, -90.615799999999993)",Landslide,Landslide,Medium,Downpour,,,0
2350,8/28/10,Santa Catarina Pinula,2.81128,,14.5624,-90.5205,"(14.5624, -90.520499999999998)",Landslide,Landslide,Medium,Downpour,,,0
2351,8/28/10,San Juan Ermita,6.15103,,14.7161,-89.4096,"(14.716100000000001, -89.409599999999998)",Landslide,Landslide,Medium,Downpour,,,0
2352,8/28/10,Malacatancito,0.0328,,15.2164,-91.5168,"(15.2164, -91.516800000000003)",Landslide,Landslide,Medium,Downpour,,,0
2353,8/28/10,San Andrés Semetabaj,0.00359,,14.7598,-91.1287,"(14.7598, -91.128699999999995)",Landslide,Landslide,Medium,Downpour,,,0
2354,8/28/10,Senahú,2.30104,,15.4168,-89.8207,"(15.4168, -89.820700000000002)",Landslide,Mudslide,Medium,Downpour,,,2
2356,8/28/10,Málaga ,2.99929,,6.7254,-72.726,"(6.7253999999999996, -72.725999999999999)",Landslide,Landslide,Medium,Downpour,,,0
2358,8/29/10,Santa Lucía,4.75791,,14.1015,-87.1607,"(14.1015, -87.160700000000006)",Landslide,Rockfall,Medium,Downpour,,,5
2377,09/03/2010,Smethport,6.19784,,41.7757,-78.5023,"(41.775700000000001, -78.502300000000005)",Landslide,Landslide,Small,Downpour,,,0
2384,09/04/2010,Nahualá,3.04642,,14.8231,-91.3227,"(14.8231, -91.322699999999998)",Landslide,Landslide,Large,Downpour,,,25
2385,09/04/2010,Colomba,0.92729,,14.7085,-91.7314,"(14.708500000000001, -91.731399999999994)",Landslide,Landslide,Medium,Downpour,,,4
2386,09/04/2010,Chicamán,21.83272,,15.58,-90.85,"(15.58, -90.85)",Landslide,Landslide,Medium,Downpour,,,1
2387,09/04/2010,Jocotenango,0.63089,,14.5832,-90.7379,"(14.5832, -90.737899999999996)",Landslide,Landslide,Medium,Downpour,,,1
2388,09/04/2010,Chimaltenango,1.36473,,14.651,-90.8267,"(14.651, -90.826700000000002)",Landslide,Landslide,Medium,Downpour,,,10
2408,09/10/2010,Sacapulas,0.35171,,15.2892,-91.0892,"(15.289199999999999, -91.089200000000005)",Landslide,Landslide,Medium,Downpour,,,5
2412,09/11/2010,Knoxville,5.0043,,35.9283,-83.9594,"(35.9283, -83.959400000000002)",Landslide,Mudslide,Small,Downpour,,,0
2418,9/13/10,Moore Town,0.59599,,18.0723,-76.4254,"(18.072299999999998, -76.425399999999996)",Landslide,Landslide,Medium,Downpour,,,0
2438,9/17/10,El Hatito,8.28739,,19.2818,-96.3149,"(19.2818, -96.314899999999994)",Landslide,Landslide,Medium,Tropical cyclone,Hurricane Karl,,2
2449,9/19/10,Tabaquite,6.91642,,10.4476,-61.3169,"(10.4476, -61.316899999999997)",Landslide,Landslide,Medium,Downpour,,,0
2451,9/19/10,Madison Heights,1.20498,,37.4204,-79.12,"(37.420400000000001, -79.12)",Landslide,Mudslide,Small,Downpour,,,0
2473,9/20/10,Maiquetía,6.65506,,10.5363,-66.9492,"(10.536300000000001, -66.949200000000005)",Landslide,Landslide,Medium,Downpour,,,7
2474,9/20/10,Villa Guerrero,1.06048,,18.9642,-99.6511,"(18.964200000000002, -99.6511)",Landslide,Landslide,Large,Downpour,,,8
2487,9/22/10,Tonto Basin,1.86032,,33.8468,-111.2858,"(33.846800000000002, -111.28579999999999)",Landslide,Complex,Medium,Downpour,,,0
2490,9/23/10,Saint-Lazare,3.16544,,45.3717,-74.1359,"(45.371699999999997, -74.135900000000007)",Landslide,Landslide,Medium,Downpour,,,0
2491,9/23/10,Lake Hallie,2.43595,,44.8545,-91.4334,"(44.854500000000002, -91.433400000000006)",Landslide,Mudslide,Small,Downpour,,,0
2503,9/26/10,Tacuba,5.29901,,13.8601,-89.9044,"(13.860099999999999, -89.904399999999995)",Landslide,Landslide,Medium,Tropical cyclone,Tropical Storm Matthew,,0
2507,9/27/10,Apía,8.18229,,5.1749,-75.9712,"(5.1749000000000001, -75.971199999999996)",Landslide,Landslide,Medium,Downpour,,,4
2508,9/27/10,Giraldo,2.55282,,6.706,-75.9917,"(6.7060000000000004, -75.991699999999994)",Landslide,Landslide,Large,Downpour,,,9
2511,9/28/10,Moore Town,7.81269,,18.0083,-76.4394,"(18.008299999999998, -76.439400000000006)",Landslide,Landslide,Medium,Downpour,,,0
2514,9/28/10,Santo Domingo Tepuxtepec,15.74984,,17.0977,-96.0625,"(17.0977, -96.0625)",Landslide,Mudslide,Medium,Tropical cyclone,Hurricane Karl and Tropical Storm Matthew,,11
2515,9/28/10,Mount Oliver,2.03608,,40.4191,-79.9647,"(40.4191, -79.964699999999993)",Landslide,Complex,Small,Downpour,,,0
2516,9/29/10,San Rafael,1.47396,,10.0757,-84.4793,"(10.075699999999999, -84.479299999999995)",Landslide,Mudslide,Medium,Downpour,,,0
2517,9/29/10,Richmond,1.24727,,18.2544,-76.8865,"(18.2544, -76.886499999999998)",Landslide,Landslide,Medium,Downpour,,,0
2518,9/29/10,Stony Hill,10.84467,,18.1686,-76.8226,"(18.168600000000001, -76.822599999999994)",Landslide,Landslide,Medium,Tropical cyclone,Tropical Storm Nicole,,0
2519,9/29/10,Bog Walk,5.8653,,18.0677,-77.0476,"(18.067699999999999, -77.047600000000003)",Landslide,Landslide,Medium,Tropical cyclone,Tropical Storm Nicole,,0
2520,9/29/10,Amatán,0.31118,,17.3738,-92.8213,"(17.373799999999999, -92.821299999999994)",Landslide,Mudslide,Large,Tropical cyclone,Hurricane Karl and Tropical Storm Matthew,,16
2521,9/29/10,Chihuahua,8.46579,,16.0203,-91.8946,"(16.020299999999999, -91.894599999999997)",Landslide,Complex,Medium,Tropical cyclone,Hurricane Karl and Tropical Storm Matthew,,3
2522,9/29/10,Heidelberg,1.22035,,40.3911,-80.0766,"(40.391100000000002, -80.076599999999999)",Landslide,Complex,Small,Rain,,,0
2523,9/30/10,Stony Hill,2.13878,,18.0622,-76.7763,"(18.062200000000001, -76.776300000000006)",Landslide,Mudslide,Medium,Tropical cyclone,Tropical Storm Nicole,,2
2524,9/30/10,Tanetze de Zaragoza,24.67589,,17.1833,-96.1833,"(17.183299999999999, -96.183300000000003)",Landslide,Mudslide,Medium,Tropical cyclone,Hurricane Karl and Tropical Storm Matthew,,2
2525,9/30/10,McGraw,6.65468,,42.5363,-76.0909,"(42.536299999999997, -76.090900000000005)",Landslide,Mudslide,Small,Tropical cyclone,Tropical Storm Nicole,,0
2526,10/01/2010,Salitral,0.25254,,9.9108,-84.1764,"(9.9108000000000001, -84.176400000000001)",Landslide,Landslide,Medium,Downpour,,,0
2527,10/01/2010,Salitral,0.25254,Unknown,9.9108,-84.1762,"(9.9108000000000001, -84.176199999999994)",Landslide,Landslide,Medium,Downpour,,,0
2528,10/01/2010,Carrefour,12.13199,,18.4468,-72.4577,"(18.4468, -72.457700000000003)",Landslide,Mudslide,Medium,Downpour,,,3
2529,10/01/2010,Woodsville,5.48538,,44.1473,-71.9691,"(44.147300000000001, -71.969099999999997)",Landslide,Mudslide,Small,Downpour,,,0
2530,10/01/2010,Chesapeake Ranch Estates,2.52659,,38.3558,-76.3915,"(38.355800000000002, -76.391499999999994)",Landslide,Landslide,Small,Downpour,,,0
2533,10/03/2010,El Rancho,4.53362,Unknown,14.3898,-87.7654,"(14.389799999999999, -87.7654)",Landslide,Mudslide,Medium,Rain,,,0
2543,10/04/2010,Georgetown,6.34851,,13.2609,-61.1819,"(13.260899999999999, -61.181899999999999)",Landslide,Landslide,Medium,Downpour,,,0
2547,10/05/2010,Calibishie,2.64873,,15.5918,-61.3731,"(15.591799999999999, -61.373100000000001)",Landslide,Landslide,Medium,Rain,,,0
2550,10/06/2010,Orocovis,6.8576,,18.1652,-66.3969,"(18.165199999999999, -66.396900000000002)",Landslide,Complex,Medium,Tropical cyclone,Tropical Storm Otto,,0
2551,10/06/2010,Saint Croix,7.62051,,17.7718,-64.802,"(17.771799999999999, -64.802000000000007)",Landslide,Landslide,Medium,Tropical cyclone,Tropical Storm Otto,,0
2558,10/07/2010,San Pablo de Borbur,1.53032,,5.6528,-74.0737,"(5.6528, -74.073700000000002)",Landslide,Mudslide,Medium,Downpour,,,2
2598,10/15/10,Ángeles,14.81614,,10.1067,-83.9753,"(10.1067, -83.975300000000004)",Landslide,Rockfall,Medium,Downpour,,,2
2604,10/17/10,Léogâne,7.67473,,18.4674,-72.5738,"(18.467400000000001, -72.573800000000006)",Landslide,Complex,Medium,Downpour,,,8
2605,10/17/10,Carrefour,2.63565,,18.5202,-72.4111,"(18.520199999999999, -72.411100000000005)",Landslide,Mudslide,Medium,Downpour,,,2
2611,10/18/10,Cerro,0.89865,,23.1098,-82.3691,"(23.1098, -82.369100000000003)",Landslide,Complex,Medium,Tropical cyclone,Tropical Storm Paula,,0
2642,10/19/10,Thousand Palms,7.04978,,33.8575,-116.4518,"(33.857500000000002, -116.45180000000001)",Landslide,Mudslide,Small,Downpour,,,0
2652,10/25/10,Cusuna,36.37629,,15.5227,-85.265,"(15.5227, -85.265000000000001)",Landslide,Landslide,Medium,Tropical cyclone,Tropical Storm Richard,,0
2656,10/30/10,Richmond,8.74635,,18.2084,-76.8169,"(18.208400000000001, -76.816900000000004)",Landslide,Landslide,Medium,Unknown,,,0
2657,10/30/10,Georgetown,6.56616,,13.2548,-61.1805,"(13.254799999999999, -61.180500000000002)",Landslide,Landslide,Medium,Tropical cyclone,Hurricane Tomas,,0
2658,10/30/10,Laborie,2.74715,,13.7705,-60.969,"(13.7705, -60.969000000000001)",Landslide,Landslide,Medium,Tropical cyclone,Hurricane Tomas,,0
2659,10/31/10,Soufrière,1.56516,,13.8516,-61.0429,"(13.851599999999999, -61.042900000000003)",Landslide,Landslide,Medium,Tropical cyclone,Hurricane Tomas,,2
2660,10/31/10,Soufrière,1.24758,,13.8491,-61.0656,"(13.8491, -61.065600000000003)",Landslide,Landslide,Medium,Tropical cyclone,Hurricane Tomas,,2
2661,10/31/10,Dennery,6.13309,,13.921,-60.9402,"(13.920999999999999, -60.940199999999997)",Landslide,Landslide,Medium,Tropical cyclone,Hurricane Tomas,,0
2662,10/31/10,Soufrière,2.60663,,13.8328,-61.0535,"(13.832800000000001, -61.0535)",Landslide,Landslide,Medium,Tropical cyclone,Hurricane Tomas,,0
2663,10/31/10,Soufrière,0.96933,,13.8487,-61.0613,"(13.848699999999999, -61.061300000000003)",Landslide,Landslide,Medium,Tropical cyclone,Hurricane Tomas,,0
2664,10/31/10,Sangre Grande,33.51924,,10.8334,-60.9436,"(10.833399999999999, -60.943600000000004)",Landslide,Landslide,Medium,Tropical cyclone,Hurricane Tomas,,0
2665,10/31/10,Roxborough,8.44112,,11.3143,-60.5417,"(11.314299999999999, -60.541699999999999)",Landslide,Landslide,Medium,Tropical cyclone,Hurricane Tomas,,0
2666,10/31/10,Roxborough,3.3624,,11.2288,-60.6054,"(11.2288, -60.605400000000003)",Landslide,Landslide,Medium,Tropical cyclone,Hurricane Tomas,,0
2667,10/31/10,Paradise,2.64003,,10.666,-61.3832,"(10.666, -61.383200000000002)",Landslide,Landslide,Medium,Tropical cyclone,Hurricane Tomas,,0
2668,10/31/10,Roxborough,0.91163,,11.2505,-60.575,"(11.250500000000001, -60.575000000000003)",Landslide,Landslide,Medium,Tropical cyclone,Hurricane Tomas,,0
2669,10/31/10,Scarborough,4.68038,,11.2246,-60.7428,"(11.224600000000001, -60.742800000000003)",Landslide,Landslide,Medium,Downpour,,,0
2670,10/31/10,Scarborough,6.81393,,11.2434,-60.7195,"(11.243399999999999, -60.719499999999996)",Landslide,Landslide,Medium,Downpour,,,0
2680,11/04/2010,Escazú,3.67691,,9.886,-84.1349,"(9.8859999999999992, -84.134900000000002)",Landslide,Complex,Large,Tropical cyclone,Tropical Storm Tomas,,23
2681,11/04/2010,San Marcos,0.55804,,9.6563,-84.0236,"(9.6562999999999999, -84.023600000000002)",Landslide,Mudslide,Medium,Tropical cyclone,Tropical Storm Tomas,,3
2682,11/04/2010,San Rafael,9.61692,,10.0421,-84.5577,"(10.0421, -84.557699999999997)",Landslide,Landslide,Medium,Tropical cyclone,Tropical Storm Tomas,,0
2683,11/04/2010,Tilarán,10.21631,,10.4548,-84.8751,"(10.454800000000001, -84.875100000000003)",Landslide,Landslide,Medium,Tropical cyclone,Tropical Storm Tomas,,0
2684,11/04/2010,Orosí,19.28722,,9.6227,-83.8359,"(9.6227, -83.835899999999995)",Landslide,Landslide,Medium,Tropical cyclone,Tropical Storm Tomas,,0
2685,11/04/2010,Golfito,7.87044,,8.6117,-83.1,"(8.6117000000000008, -83.1)",Landslide,Landslide,Medium,Tropical cyclone,Tropical Storm Tomas,,0
2686,11/04/2010,Tejar,6.49523,,9.7112,-84.2812,"(9.7111999999999998, -84.281199999999998)",Landslide,Landslide,Medium,Tropical cyclone,Tropical Storm Tomas,,0
2687,11/04/2010,San Isidro,15.64997,,9.3084,-83.8312,"(9.3084000000000007, -83.831199999999995)",Landslide,Landslide,Medium,Tropical cyclone,Tropical Storm Tomas,,0
2688,11/04/2010,Corredor,4.93053,,8.6844,-82.9418,"(8.6844000000000001, -82.941800000000001)",Landslide,Landslide,Medium,Tropical cyclone,Tropical Storm Tomas,,0
2689,11/04/2010,Parrita,13.48919,,9.6341,-84.3662,"(9.6341000000000001, -84.366200000000006)",Landslide,Landslide,Medium,Tropical cyclone,Tropical Storm Tomas,,0
2690,11/04/2010,Ciudad Cortés,20.06633,,8.9896,-83.3438,"(8.9895999999999994, -83.343800000000002)",Landslide,Landslide,Medium,Tropical cyclone,Tropical Storm Tomas,,0
2691,11/04/2010,San Isidro,11.31047,,9.4425,-83.6293,"(9.4425000000000008, -83.629300000000001)",Landslide,Landslide,Medium,Tropical cyclone,Tropical Storm Tomas,,0
2692,11/04/2010,Mercedes,8.21372,,9.1922,-83.6055,"(9.1921999999999997, -83.605500000000006)",Landslide,Landslide,Medium,Tropical cyclone,Tropical Storm Tomas,,0
2703,11/05/2010,Santiago,5.43516,,9.999,-84.4876,"(9.9990000000000006, -84.4876)",Landslide,Landslide,Medium,Tropical cyclone,Tropical Storm Tomas,,0
2706,11/07/2010,Baracoa,10.45795,,20.2526,-74.4867,"(20.252600000000001, -74.486699999999999)",Landslide,Landslide,Medium,Tropical cyclone,Hurricane Tomas,,0
2707,11/07/2010,Huánuco,1.01932,,-9.9241,-76.2488,"(-9.9240999999999993, -76.248800000000003)",Landslide,Landslide,Medium,Downpour,,,2
2720,11/13/10,Quinchía,0.11421,,5.3391,-75.7311,"(5.3391000000000002, -75.731099999999998)",Landslide,Mudslide,Medium,Downpour,,,4
2721,11/13/10,Medellín,2.18776,,6.2674,-75.5758,"(6.2674000000000003, -75.575800000000001)",Landslide,Mudslide,Medium,Downpour,,,2
2722,11/13/10,San Marcos,25.51411,,8.5612,-74.9185,"(8.5611999999999995, -74.918499999999995)",Landslide,Mudslide,Medium,Downpour,,,0
2728,11/16/10,La Calera,7.28959,,4.7608,-74.0214,"(4.7607999999999997, -74.0214)",Landslide,Landslide,Medium,Downpour,,,4
2734,11/17/10,Manchester,5.03527,Above road,40.0988,-76.7763,"(40.098799999999997, -76.776300000000006)",Landslide,Landslide,Small,Downpour,,1,0
2735,11/18/10,Manchioneal,0.71773,,18.0445,-76.2781,"(18.044499999999999, -76.278099999999995)",Landslide,Landslide,Medium,Downpour,,,0
2736,11/20/10,Marquetalia,17.48659,,5.45,-75.0167,"(5.45, -75.0167)",Landslide,Landslide,Medium,Downpour,,,5
2737,11/20/10,Marquetalia,3.72195,,5.3298,-75.0495,"(5.3297999999999996, -75.049499999999995)",Landslide,Landslide,Medium,Downpour,,,1
2738,11/20/10,Marulanda,0.7283,,5.2833,-75.2667,"(5.2832999999999997, -75.2667)",Landslide,Landslide,Medium,Downpour,,,2
2739,11/20/10,Arboledas,14.62503,,7.6213,-72.9303,"(7.6212999999999997, -72.930300000000003)",Landslide,Landslide,Medium,Downpour,,,0
2740,11/20/10,San Andrés,3.06383,,6.8202,-72.8756,"(6.8201999999999998, -72.875600000000006)",Landslide,Landslide,Medium,Downpour,,,0
2741,11/20/10,Cáceres,4.29197,,7.6167,-75.3337,"(7.6166999999999998, -75.333699999999993)",Landslide,Landslide,Medium,Downpour,,,0
2742,11/21/10,Ángeles,19.54581,,10.1433,-83.9529,"(10.1433, -83.9529)",Landslide,Landslide,Medium,Downpour,,,0
2749,11/25/10,Santa Teresa,8.45736,,10.2452,-66.5867,"(10.245200000000001, -66.586699999999993)",Landslide,Mudslide,Medium,Downpour,,,1
2753,11/26/10,Caracas,2.95706,,10.4913,-66.906,"(10.491300000000001, -66.906000000000006)",Landslide,Mudslide,Medium,Downpour,,,3
2755,11/27/10,Petit Valley,3.33629,,10.6963,-61.5636,"(10.696300000000001, -61.563600000000001)",Landslide,Landslide,Medium,Downpour,,,0
2756,11/27/10,Petit Valley,3.08955,,10.6949,-61.5611,"(10.694900000000001, -61.561100000000003)",Landslide,Landslide,Medium,Downpour,,,0
2757,11/27/10,Petit Valley,4.66234,,10.7335,-61.5592,"(10.733499999999999, -61.559199999999997)",Landslide,Landslide,Medium,Downpour,,,0
2758,11/27/10,Petit Valley,4.50278,,10.6895,-61.5731,"(10.689500000000001, -61.573099999999997)",Landslide,Landslide,Medium,Downpour,,,0
2759,11/27/10,Petit Valley,6.58396,,10.6915,-61.5929,"(10.6915, -61.5929)",Landslide,Landslide,Medium,Downpour,,,0
2760,11/27/10,Petit Valley,1.83626,,10.6834,-61.5335,"(10.683400000000001, -61.533499999999997)",Landslide,Landslide,Medium,Downpour,,,0
2761,11/27/10,Caricuao,7.90754,,10.503,-66.9995,"(10.503, -66.999499999999998)",Landslide,Mudslide,Medium,Downpour,,,1
2762,11/27/10,Caricuao,5.6405,,10.4267,-67.0342,"(10.4267, -67.034199999999998)",Landslide,Landslide,Medium,Downpour,,,0
2763,11/27/10,Caricuao,5.74106,,10.4669,-66.9431,"(10.466900000000001, -66.943100000000001)",Landslide,Landslide,Medium,Downpour,,,2
2764,11/27/10,Caracas,4.58994,,10.4867,-66.9211,"(10.486700000000001, -66.921099999999996)",Landslide,Landslide,Medium,Downpour,,,0
2765,11/27/10,Baruta,2.69644,,10.4447,-66.8545,"(10.444699999999999, -66.854500000000002)",Landslide,Landslide,Medium,Downpour,,,0
2766,11/27/10,El Hatillo,1.04263,,10.4393,-66.815,"(10.439299999999999, -66.814999999999998)",Landslide,Landslide,Medium,Downpour,,,0
2769,11/29/10,Caracas,3.1406,,10.5129,-66.893,"(10.5129, -66.893000000000001)",Landslide,Landslide,Medium,Downpour,,,1
2770,11/29/10,Caracas,6.04235,,10.5029,-66.9323,"(10.5029, -66.932299999999998)",Landslide,Landslide,Medium,Downpour,,,2
2771,11/29/10,Guatire,15.84114,,10.6144,-66.5806,"(10.6144, -66.580600000000004)",Landslide,Mudslide,Medium,Downpour,,,0
2772,11/29/10,Caracas,3.87793,,10.4891,-66.9146,"(10.489100000000001, -66.914599999999993)",Landslide,Landslide,Medium,Downpour,,,0
2773,11/29/10,Caracas,3.65044,,10.4701,-66.9072,"(10.4701, -66.907200000000003)",Landslide,Landslide,Medium,Downpour,,,0
2774,11/30/10,Caracas,8.11953,,10.5139,-66.9486,"(10.5139, -66.948599999999999)",Landslide,Landslide,Medium,Downpour,,,1
2775,11/30/10,Little Falls,2.73513,,43.0274,-74.8851,"(43.0274, -74.885099999999994)",Landslide,Mudslide,Medium,Downpour,,,0
2776,12/01/2010,Knoxville,4.92279,,35.9251,-83.9534,"(35.9251, -83.953400000000002)",Landslide,Rockfall,Medium,Downpour,,,0
2777,12/01/2010,Flat Rock,5.16572,,35.2436,-82.4872,"(35.243600000000001, -82.487200000000001)",Landslide,Landslide,Medium,Downpour,,,0
2784,12/05/2010,Bello,2.04898,,6.3236,-75.5455,"(6.3235999999999999, -75.545500000000004)",Landslide,Landslide,Very_large,Downpour,,,91
2786,12/07/2010,Princes Town,8.41931,,10.2466,-61.3092,"(10.246600000000001, -61.309199999999997)",Landslide,Landslide,Small,Downpour,,,0
2787,12/07/2010,Sangre Grande,33.10893,,10.8275,-60.9416,"(10.827500000000001, -60.941600000000001)",Landslide,Landslide,Medium,Downpour,,,0
2788,12/07/2010,Sangre Grande,33.10893,,10.8275,-60.9416,"(10.827500000000001, -60.941600000000001)",Landslide,Landslide,Medium,Downpour,,,0
2794,12/08/2010,El Giral,1.8033,,9.2332,-79.6961,"(9.2332000000000001, -79.696100000000001)",Landslide,Landslide,Medium,Downpour,,,0
2795,12/09/2010,Portobelo,0.09491,Deforested slope,9.5493,-79.6505,"(9.5493000000000006, -79.650499999999994)",Landslide,Mudslide,Medium,Downpour,,,8
2868,12/19/10,Running Springs,7.63522,,34.231,-117.0312,"(34.231000000000002, -117.0312)",Landslide,Mudslide,Medium,Downpour,,,0
2873,12/20/10,Summerlin South,19.35795,,36.0185,-115.5073,"(36.018500000000003, -115.5073)",Landslide,Mudslide,Small,Downpour,,,0
2874,12/21/10,Encinitas,4.45005,,33.0744,-117.3092,"(33.074399999999997, -117.3092)",Landslide,Rockfall,Small,Downpour,,,0
2876,12/21/10,Muscoy,4.5152,,34.1608,-117.2959,"(34.160800000000002, -117.2959)",Landslide,Mudslide,Small,Downpour,,,0
2880,12/22/10,Encinitas,3.31222,,33.0648,-117.3049,"(33.064799999999998, -117.3049)",Landslide,Landslide,Small,Downpour,,,0
2881,12/22/10,Highland,1.85916,,34.1358,-117.1906,"(34.135800000000003, -117.1906)",Landslide,Complex,Small,Downpour,,,0
2884,12/22/10,San Jacinto,2.92944,,33.8071,-116.9435,"(33.807099999999998, -116.9435)",Landslide,Landslide,Small,Downpour,,,0
2885,12/22/10,Running Springs,6.40077,,34.1813,-117.1709,"(34.1813, -117.1709)",Landslide,Landslide,Small,Downpour,,,0
2887,12/22/10,Highland,1.95744,,34.1407,-117.1935,"(34.140700000000002, -117.1935)",Landslide,Mudslide,Medium,Downpour,,,0
2890,12/22/10,Running Springs,3.35384,,34.2174,-117.0747,"(34.217399999999998, -117.07470000000001)",Landslide,Rockfall,Small,Downpour,,,0
2893,12/22/10,Carlsbad,5.86771,,33.1466,-117.2892,"(33.146599999999999, -117.28919999999999)",Landslide,Mudslide,Small,Downpour,,,0
2895,12/22/10,Loma Linda,3.23578,,34.0775,-117.2599,"(34.077500000000001, -117.2599)",Landslide,Mudslide,Small,Downpour,,,0
2896,12/22/10,La Jolla,2.01316,,32.8471,-117.2527,"(32.847099999999998, -117.2527)",Landslide,Mudslide,Small,Downpour,,,0
2897,12/22/10,La Jolla,2.24058,,32.8296,-117.2626,"(32.829599999999999, -117.26260000000001)",Landslide,Mudslide,Small,Downpour,,,0
2898,12/22/10,Loma Linda,0.87634,,34.0424,-117.2674,"(34.042400000000001, -117.26739999999999)",Landslide,Mudslide,Medium,Downpour,,,0
2899,12/23/10,San Pablo,4.95353,,1.68,-76.97,"(1.68, -76.97)",Landslide,Landslide,Large,Downpour,,,13
2907,12/28/10,La Mesa,6.02579,,32.7708,-117.0873,"(32.770800000000001, -117.0873)",Landslide,Mudslide,Small,Downpour,,,0
2910,12/28/10,Moreno Valley,9.07891,,33.9385,-117.1324,"(33.938499999999998, -117.1324)",Landslide,Landslide,Small,Downpour,,,0
2930,01/02/2011,Mingo Junction,2.81727,,40.2975,-80.6196,"(40.297499999999999, -80.619600000000005)",Landslide,Mudslide,Small,Freeze thaw,,,0
2948,01/09/2011,Yanac,3.70678,,-8.6252,-77.8341,"(-8.6251999999999995, -77.834100000000007)",Landslide,Mudslide,Medium,Downpour,,,0
2962,01/11/2011,Guápiles,17.23264,,10.166,-83.9356,"(10.166, -83.935599999999994)",Landslide,Landslide,Medium,Downpour,,,0
3015,1/16/11,Idaho City,34.46887,,44.0967,-116.0504,"(44.096699999999998, -116.0504)",Landslide,Mudslide,Medium,Downpour,,,0
3018,1/16/11,Boise,14.32586,,43.6361,-116.0287,"(43.636099999999999, -116.0287)",Landslide,Mudslide,Medium,Downpour,,,0
3021,1/16/11,Boise,14.99911,,43.6626,-116.0303,"(43.662599999999998, -116.0303)",Landslide,Mudslide,Medium,Downpour,,,0
3043,1/18/11,Idaho City,38.27504,,44.1126,-116.1043,"(44.1126, -116.10429999999999)",Landslide,Complex,Medium,Freeze thaw,,,0
3076,1/30/11,Chesapeake,6.15192,,38.1721,-81.5627,"(38.1721, -81.562700000000007)",Landslide,Mudslide,Medium,Downpour,,,0
3090,02/05/2011,Maggie Valley,1.20337,Above road,35.5288,-83.1002,"(35.528799999999997, -83.100200000000001)",Landslide,Mudslide,Medium,Rain,,,0
3119,2/14/11,Machachi,25.82923,,-0.6273,-78.3664,"(-0.62729999999999997, -78.366399999999999)",Landslide,Mudslide,Medium,Downpour,,,0
3120,2/14/11,Saquisilí,30.81169,,-0.6549,-78.874,"(-0.65490000000000004, -78.873999999999995)",Landslide,Mudslide,Medium,Downpour,,,2
3130,2/16/11,Richmond,3.7758,,18.2724,-76.9104,"(18.272400000000001, -76.910399999999996)",Landslide,Landslide,Medium,Downpour,,,0
3131,2/16/11,Buff Bay,7.52317,,18.1689,-76.6852,"(18.168900000000001, -76.685199999999995)",Landslide,Landslide,Medium,Downpour,,,0
3135,2/18/11,Descanso,9.82301,,32.9112,-116.5369,"(32.911200000000001, -116.5369)",Landslide,Complex,Medium,Downpour,,,0
3167,03/02/2011,La Palma,13.40535,,7.5955,-80.38,"(7.5955000000000004, -80.38)",Landslide,Landslide,Medium,Downpour,,,0
3168,03/02/2011,Almirante,8.41491,,9.3224,-82.4732,"(9.3224, -82.473200000000006)",Landslide,Landslide,Medium,Downpour,,,0
3169,03/02/2011,Glen Lyon,8.31157,Above road,41.1204,-76.1398,"(41.120399999999997, -76.139799999999994)",Landslide,Mudslide,Medium,Rain,,,0
3170,03/03/2011,Matanza,6.16385,,7.35,-72.9667,"(7.35, -72.966700000000003)",Landslide,Mudslide,Medium,Downpour,,,3
3175,03/06/2011,Blowing Rock,13.11943,,36.0378,-81.5949,"(36.037799999999997, -81.594899999999996)",Landslide,Mudslide,Medium,Downpour,,,0
3176,03/06/2011,Bethel,2.63291,,41.3484,-73.4226,"(41.348399999999998, -73.422600000000003)",Landslide,Mudslide,Medium,Downpour,,,0
