id,date,city/town,distance,location_description,latitude,longitude,geolocation,hazard_type,landslide_type,landslide_size,trigger,storm_name,injuries,fatalities
6216,10/04/2014,La Fortuna,9.84213,Unknown,10.4792,-84.7349,"(10.479200000000001, -84.734899999999996)",Landslide,Landslide,Small,Rain,,0,0
6219,10/07/2014,Ariguaní,28.50569,Unknown,10.4741,-73.8715,"(10.4741, -73.871499999999997)",Landslide,Landslide,Medium,Rain,,0,6
6221,9/24/14,Woodbine,5.71009,Above river,41.7878,-95.6841,"(41.787799999999997, -95.684100000000001)",Landslide,Landslide,Small,Unknown,,0,0
6226,4/17/14,Jackson,1.70313,Urban area,43.4756,-110.7826,"(43.4756, -110.7826)",Landslide,Creep,Small,Snowfall snowmelt,,0,0
6246,10/14/14,Lookout Mountain,0.5826,Deforested slope,34.9922,-85.3435,"(34.992199999999997, -85.343500000000006)",Landslide,Landslide,Small,Downpour,,0,0
6251,10/13/14,Chirilagua,6.94536,Above road,13.2817,-88.1253,"(13.281700000000001, -88.125299999999996)",Landslide,Rockfall,Small,Earthquake,,0,0
6253,06/01/2007,Granby,5.53226,Other,40.0929,-105.8752,"(40.0929, -105.87520000000001)",Landslide,Landslide,Medium,Unknown,,0,0
6254,5/15/14,Versailles,1.57546,Above road,40.3034,-79.8406,"(40.303400000000003, -79.840599999999995)",Landslide,Landslide,Small,Continuous rain,,0,0
6257,08/05/2014,North Salt Lake,2.55023,Urban area,40.8269,-111.9024,"(40.826900000000002, -111.9024)",Landslide,Landslide,Medium,Downpour,,0,0
6269,10/18/14,Colonia Alborada,4.1083,Above road,16.885,-99.8562,"(16.885000000000002, -99.856200000000001)",Landslide,Landslide,Small,Tropical cyclone,Trudy,0,0
6270,10/16/14,Ciudad Sandino,5.59574,Retaining wall,12.1137,-86.2409,"(12.1137, -86.240899999999996)",Landslide,Mudslide,Small,Downpour,,0,9
6278,5/15/14,Fort Washington,2.15609,Above road,38.6987,-77.0008,"(38.698700000000002, -77.000799999999998)",Landslide,Mudslide,Small,Downpour,,0,0
6297,9/19/14,,5.57523,Above road,9.9643,-84.252,"(9.9642999999999997, -84.251999999999995)",Landslide,Landslide,Small,Rain,,0,0
6301,10/23/14,Siparia,3.752,Unknown,10.124,-61.5329,"(10.124000000000001, -61.532899999999998)",Landslide,Mudslide,Medium,Downpour,,0,0
6303,06/11/2009,Logan,1.79637,Above river,41.7385,-111.8132,"(41.738500000000002, -111.81319999999999)",Landslide,Landslide,Small,Flooding,,0,3
6308,10/20/14,San Gabriel,10.47204,Above road,0.6194,-77.7404,"(0.61939999999999995, -77.740399999999994)",Landslide,Rockfall,Small,Earthquake,,0,0
6309,10/21/14,San Vicente de Chucurí,1.08964,Above road,6.8907,-73.4081,"(6.8906999999999998, -73.408100000000005)",Landslide,Rockfall,Small,Rain,,0,0
6318,9/16/14,Washington,1.34549,Unknown,37.1422,-113.5043,"(37.142200000000003, -113.5043)",Landslide,Debris flow,Small,Rain,,0,0
6319,09/07/2014,Valle Vista,7.42146,Burned area,33.7354,-116.8146,"(33.735399999999998, -116.8146)",Landslide,Debris flow,Small,Rain,,0,0
6335,11/01/2014,Desamparados,5.95519,Above road,9.9275,-84.4557,"(9.9275000000000002, -84.455699999999993)",Landslide,Landslide,Small,Earthquake,,0,0
6342,1/15/14,Wilmerding,0.35963,Above road,40.3883,-79.8126,"(40.388300000000001, -79.812600000000003)",Landslide,Rockfall,Small,Unknown,,0,0
6345,09/08/2014,Port Antonio,3.60799,Unknown,18.1444,-76.4587,"(18.144400000000001, -76.458699999999993)",Landslide,Mudslide,Small,Downpour,,0,0
6362,11/04/2014,Valley Falls,3.45417,Above road,41.9244,-71.3563,"(41.924399999999999, -71.356300000000005)",Landslide,Landslide,Small,Mining digging,,0,0
6367,09/03/2014,Columbus,6.88634,Mine construction,32.4981,-84.9289,"(32.498100000000001, -84.928899999999999)",Landslide,Mudslide,Small,Rain,,0,0
6368,08/04/2014,Idaho City,26.67215,Above river,43.7777,-115.5106,"(43.777700000000003, -115.5106)",Landslide,Landslide,Medium,Rain,,0,0
6372,8/23/14,Cody,59.36537,Above road,44.4544,-109.7961,"(44.4544, -109.7961)",Landslide,Rockfall,Small,Unknown,,0,0
6382,11/09/2014,Huntington,3.37218,Below road,38.4476,-82.4314,"(38.447600000000001, -82.431399999999996)",Landslide,Landslide,Small,Construction,,0,0
6388,11/17/14,Hoover,3.51822,Above road,33.3747,-86.8019,"(33.374699999999997, -86.801900000000003)",Landslide,Landslide,Small,Downpour,,0,0
6390,11/21/14,San Jacinto,4.90583,Above road,33.8256,-116.9762,"(33.825600000000001, -116.97620000000001)",Landslide,Landslide,Small,Rain,,0,0
6395,4/18/13,East Peoria,2.36449,Urban area,40.6545,-89.5567,"(40.654499999999999, -89.556700000000006)",Landslide,Landslide,Small,Rain,,0,0
6396,4/18/13,East Peoria,2.33139,Urban area,40.6549,-89.5569,"(40.654899999999998, -89.556899999999999)",Landslide,Landslide,Small,Rain,,0,0
6404,11/28/14,Hamilton,4.79449,Above road,43.2804,-79.8919,"(43.2804, -79.891900000000007)",Landslide,Landslide,Small,Unknown,,0,0
6417,8/28/14,Bonanza,0.37593,Mine construction,14.0256,-84.5919,"(14.025600000000001, -84.591899999999995)",Landslide,Landslide,Medium,Downpour,,0,7
6421,12/04/2014,Escondido,5.53682,Burned area,33.0938,-117.1375,"(33.093800000000002, -117.1375)",Landslide,Debris flow,Small,Rain,,0,0
6422,12/04/2014,San Jacinto,5.62939,Above road,33.8294,-116.9746,"(33.8294, -116.9746)",Landslide,Mudslide,Medium,Downpour,,0,0
6423,12/03/2014,Crest,2.75389,Above road,32.7862,-116.8526,"(32.786200000000001, -116.8526)",Landslide,Mudslide,Small,Rain,,0,0
6430,08/03/2014,Yucaipa,13.02571,Unknown,34.0873,-116.9176,"(34.087299999999999, -116.91759999999999)",Landslide,Mudslide,Medium,Downpour,,0,0
6446,08/01/2014,Salida,14.50415,Above road,38.4316,-106.1009,"(38.431600000000003, -106.1009)",Landslide,Mudslide,Small,Rain,,0,0
6456,12/09/2014,Topsfield,1.82352,Unknown,42.6469,-70.9368,"(42.646900000000002, -70.936800000000005)",Landslide,Mudslide,Small,Rain,,0,0
6464,08/10/2014,Corrales,0.35759,Unknown,35.2351,-106.6046,"(35.235100000000003, -106.6046)",Landslide,Mudslide,Small,Downpour,,0,0
6468,08/10/2014,Salida,3.89595,Unknown,38.5095,-105.9679,"(38.509500000000003, -105.9679)",Landslide,Mudslide,Small,Downpour,,0,0
6469,08/10/2014,Salida,7.04118,Above road,38.4998,-105.9315,"(38.4998, -105.9315)",Landslide,Mudslide,Small,Downpour,,0,0
6471,08/11/2014,San Luis,25.29753,Above road,37.4282,-105.4449,"(37.428199999999997, -105.4449)",Landslide,Mudslide,Small,Downpour,,0,0
6485,08/12/2014,Quito,26.72137,Mine construction,0.0072,-78.4781,"(0.0071999999999999998, -78.478099999999998)",Landslide,Rockfall,Medium,Earthquake,,8,2
6486,08/12/2014,Quito,23.97854,Above road,-0.0718,-78.3774,"(-0.071800000000000003, -78.377399999999994)",Landslide,Rockfall,Small,Earthquake,,0,0
6491,12/06/2014,Huntington,7.32387,Above road,38.4832,-82.4247,"(38.483199999999997, -82.424700000000001)",Landslide,Landslide,Small,Continuous rain,,0,0
6505,12/13/14,Gonzalo Pizarro,11.55916,Mine construction,-0.1331,-77.4613,"(-0.1331, -77.461299999999994)",Landslide,Mudslide,Medium,Unknown,,12,13
6506,8/13/14,Idaho City,9.77449,Above road,43.8807,-115.7367,"(43.880699999999997, -115.7367)",Landslide,Mudslide,Small,Rain,,0,0
6507,8/14/14,Boulder City,2.66,Natural slope,36.0026,-114.8324,"(36.002600000000001, -114.83240000000001)",Landslide,Debris flow,Small,Downpour,,0,0
6508,8/14/14,Hoback,17.26708,Above road,43.1888,-110.9541,"(43.188800000000001, -110.9541)",Landslide,Creep,Medium,Downpour,,0,0
6509,08/12/2014,Telluride,0.63448,Natural slope,37.9424,-107.8161,"(37.942399999999999, -107.81610000000001)",Landslide,Debris flow,Small,Downpour,,0,0
6533,8/18/14,Hindman,1.90244,Deforested slope,37.3344,-82.9591,"(37.334400000000002, -82.959100000000007)",Landslide,Mudslide,Small,Downpour,,0,0
6542,8/21/14,Canajoharie,10.30458,Above road,42.8147,-74.5965,"(42.814700000000002, -74.596500000000006)",Landslide,Mudslide,Small,Downpour,,0,0
6543,8/21/14,Rio Segundo,11.96524,Above river,10.2878,-84.1807,"(10.287800000000001, -84.180700000000002)",Landslide,Mudslide,Large,Unknown,,0,0
6547,8/22/14,Coal Run Village,10.17779,Deforested slope,37.5715,-82.6473,"(37.5715, -82.647300000000001)",Landslide,Mudslide,Small,Downpour,,0,0
6579,12/21/14,Almaguer,17.31514,Unknown,1.8362,-76.9857,"(1.8362000000000001, -76.985699999999994)",Landslide,Mudslide,Large,Rain,,0,6
6581,1/16/14,Waynesburg,2.22576,Above river,39.9144,-80.1676,"(39.914400000000001, -80.167599999999993)",Landslide,Landslide,Medium,Unknown,,0,0
6585,05/11/2008,Camp Springs,1.8754,Above river,38.8162,-76.9216,"(38.816200000000002, -76.921599999999998)",Landslide,Other,Medium,Continuous rain,,0,0
6586,10/20/14,Zunil,7.03115,Natural slope,14.7836,-91.1836,"(14.7836, -91.183599999999998)",Landslide,Landslide,Small,Rain,,0,6
6591,01/04/2014,Abaetetuba,1.04062,Urban area,-1.7225,-48.8907,"(-1.7224999999999999, -48.890700000000002)",Landslide,Riverbank collapse,Medium,Unknown,,0,0
6603,12/25/14,Sutton,4.33884,Deforested slope,45.1058,-72.5613,"(45.105800000000002, -72.561300000000003)",Landslide,Landslide,Small,Unknown,,0,0
6607,12/27/14,Minturn,4.47152,Above road,39.556,-106.3967,"(39.555999999999997, -106.3967)",Landslide,Rockfall,Small,Unknown,,0,0
6617,01/03/2015,Challis,0.36084,Above road,44.5072,-114.2346,"(44.507199999999997, -114.2346)",Landslide,Rockfall,Medium,Earthquake,,0,0
6660,7/28/14,Purulhá,5.88787,Unknown,15.2322,-90.2417,"(15.232200000000001, -90.241699999999994)",Landslide,Landslide,Medium,Rain,,0,0
6661,9/23/14,Santa Catarina Pinula,2.70053,Unknown,14.5932,-90.4979,"(14.5932, -90.497900000000001)",Landslide,Landslide,Medium,Rain,,0,3
6662,12/20/14,Guatemala City,2.5962,Urban area,14.664,-90.5164,"(14.664, -90.516400000000004)",Landslide,Landslide,Medium,Rain,,0,0
6663,5/21/14,Highwood,2.92584,Bluff,42.2261,-87.8107,"(42.226100000000002, -87.810699999999997)",Landslide,Other,Small,Rain,,0,0
6664,03/12/2014,San Luis Ixcán,22.56101,Deforested slope,15.7318,-90.8924,"(15.7318, -90.892399999999995)",Landslide,Landslide,Medium,Downpour,,0,0
6665,07/04/2014,Jalpatagua,4.51954,Unknown,14.3666,-90.2848,"(14.3666, -90.284800000000004)",Landslide,Landslide,Medium,Downpour,,0,0
6666,9/27/14,Cuilco,3.30989,Below road,15.3975,-91.9955,"(15.397500000000001, -91.995500000000007)",Landslide,Landslide,Medium,Downpour,,0,0
6667,10/31/14,Chinautla,5.94535,Urban area,14.674,-90.457,"(14.673999999999999, -90.456999999999994)",Landslide,Landslide,Small,Downpour,,3,1
6668,6/24/14,Chinique,3.98185,Unknown,15.0771,-91.0096,"(15.0771, -91.009600000000006)",Landslide,Landslide,Medium,Rain,,0,2
6669,9/27/14,Tacaná,0.75729,Unknown,15.2422,-92.0738,"(15.2422, -92.073800000000006)",Landslide,Landslide,Medium,Rain,,0,2
6670,11/14/14,Barbosa,7.78677,Mine construction,6.5046,-75.3081,"(6.5045999999999999, -75.308099999999996)",Landslide,Landslide,Medium,Unknown,,1,2
6672,10/13/14,Sinuapa,2.00805,Below road,14.4579,-89.1666,"(14.4579, -89.166600000000003)",Landslide,Landslide,Medium,Downpour,,0,0
6673,08/10/2014,Desamparados,5.12667,Above road,9.9189,-84.4693,"(9.9189000000000007, -84.469300000000004)",Landslide,Rockfall,Small,Rain,,0,0
6674,9/29/14,Cuenca,13.21139,Above road,-2.847,-79.1108,"(-2.847, -79.110799999999998)",Landslide,Rockfall,Small,Unknown,,0,0
6675,5/22/14,San Rafael Oriente,10.06695,Unknown,13.4379,-88.2756,"(13.437900000000001, -88.275599999999997)",Landslide,Debris flow,Medium,Rain,,0,0
6679,4/21/14,San Martín,8.82525,Mine construction,13.8379,-88.8571,"(13.837899999999999, -88.857100000000003)",Landslide,Landslide,Medium,Unknown,,2,1
6680,4/30/14,Zamora,1.23724,Urban area,-4.0602,-78.9638,"(-4.0602, -78.963800000000006)",Landslide,Landslide,Small,Downpour,,0,3
6681,10/15/14,Nahuizalco,4.23875,Unknown,13.7895,-89.7739,"(13.7895, -89.773899999999998)",Landslide,Landslide,Medium,Continuous rain,,0,0
6682,10/15/14,Sonzacate,3.22235,Unknown,13.7135,-89.6938,"(13.7135, -89.693799999999996)",Landslide,Landslide,Medium,Continuous rain,,0,0
6683,10/15/14,San Pedro Masahuat,0.31933,Above river,13.5461,-89.0401,"(13.546099999999999, -89.040099999999995)",Landslide,Landslide,Medium,Continuous rain,,0,0
6684,10/15/14,Chirilagua,9.97227,Other,13.293,-88.0843,"(13.292999999999999, -88.084299999999999)",Landslide,Landslide,Medium,Continuous rain,,0,0
6685,10/12/2014,Coatepeque,8.8321,Unknown,14.0007,-89.4691,"(14.0007, -89.469099999999997)",Landslide,Landslide,Medium,Rain,,2,3
6686,10/12/2014,Santa Tecla,4.60655,Above road,13.6905,-89.32,"(13.6905, -89.32)",Landslide,Landslide,Medium,Rain,,0,0
6687,10/12/2014,Antiguo Cuscatlán,3.25227,Retaining wall,13.6891,-89.2361,"(13.6891, -89.236099999999993)",Landslide,Other,Small,Rain,,0,0
6688,01/05/2014,Chocaman,1.93516,Unknown,19.0294,-97.0355,"(19.029399999999999, -97.035499999999999)",Landslide,Landslide,Medium,Rain,,0,0
6689,7/31/14,Agua Azul Rancho,0.97057,Above road,14.8955,-87.9423,"(14.8955, -87.942300000000003)",Landslide,Landslide,Small,Unknown,,0,0
6690,11/19/14,Huachis,3.26788,Above road,-9.3884,-77.1255,"(-9.3884000000000007, -77.125500000000002)",Landslide,Landslide,Medium,Downpour,,0,0
6691,10/14/14,Agualote,2.91594,Mine construction,15.309,-88.551,"(15.308999999999999, -88.551000000000002)",Landslide,Landslide,Medium,Rain,,0,1
6692,11/23/14,Altagracia,1.97784,Other,11.5644,-85.5964,"(11.564399999999999, -85.596400000000003)",Landslide,Landslide,Medium,Unknown,,0,1
6693,10/09/2014,Altagracia,5.77119,Natural slope,11.5366,-85.622,"(11.5366, -85.622)",Landslide,Landslide,Large,Rain,,0,0
6694,10/09/2014,San Carlos,0.67752,Unknown,11.1297,-84.7783,"(11.1297, -84.778300000000002)",Landslide,Landslide,Medium,Rain,,0,0
6695,9/13/14,Cartago,3.07297,Below road,9.8895,-83.9316,"(9.8895, -83.931600000000003)",Landslide,Landslide,Small,Rain,,0,0
6696,12/13/14,Dulce Nombre de Jesus,10.0131,Unknown,10.2054,-83.9041,"(10.205399999999999, -83.9041)",Landslide,Landslide,Medium,Unknown,,0,0
6697,11/03/2014,Dulce Nombre de Jesus,2.92605,Above road,10.127,-83.9673,"(10.127000000000001, -83.967299999999994)",Landslide,Landslide,Medium,Rain,,0,0
6698,9/19/14,San Isidro,10.73752,Unknown,9.4359,-83.6303,"(9.4359000000000002, -83.630300000000005)",Landslide,Landslide,Medium,Rain,,0,0
6699,09/12/2014,Volcán,0.35187,Above road,8.7636,-82.6342,"(8.7636000000000003, -82.634200000000007)",Landslide,Landslide,Small,Rain,,0,0
6700,9/25/14,Río Sereno,0.64491,Above road,8.8229,-82.8416,"(8.8229000000000006, -82.8416)",Landslide,Landslide,Medium,Downpour,,0,0
6701,9/14/14,Alcaldedíaz,1.41526,Urban area,9.1139,-79.5626,"(9.1138999999999992, -79.562600000000003)",Landslide,Other,Small,Rain,,0,0
6702,05/09/2014,Nuevo San Juan,4.74914,Below road,9.2924,-79.7478,"(9.2924000000000007, -79.747799999999998)",Landslide,Landslide,Small,Downpour,,0,0
6703,6/17/14,San Miguelito,4.18074,Unknown,9.0329,-79.538,"(9.0328999999999997, -79.537999999999997)",Landslide,Mudslide,Medium,Unknown,,0,0
6704,8/17/14,Cerro Punta,3.33873,Unknown,8.8528,-82.5969,"(8.8528000000000002, -82.596900000000005)",Landslide,Landslide,Small,Downpour,,0,0
6705,6/24/14,Ancón,2.24069,Below road,8.9763,-79.5391,"(8.9763000000000002, -79.539100000000005)",Landslide,Landslide,Small,Unknown,,0,0
6706,08/03/2014,Santo Domingo Este,3.98059,Urban area,18.5225,-69.8693,"(18.522500000000001, -69.869299999999996)",Landslide,Landslide,Medium,Tropical cyclone,Bertha,0,0
6707,11/07/2014,Luperón,1.54885,Below road,19.9053,-70.963,"(19.9053, -70.962999999999994)",Landslide,Landslide,Medium,Rain,,0,0
6708,5/18/14,Vega Alta,3.4909,Mine construction,18.3806,-66.3319,"(18.380600000000001, -66.331900000000005)",Landslide,Other,Small,Rain,,0,0
6709,9/24/14,Aguada,1.40257,Unknown,18.3711,-67.1782,"(18.371099999999998, -67.178200000000004)",Landslide,Landslide,Medium,Downpour,,0,0
6710,8/24/14,Adjuntas,5.78872,Unknown,18.1283,-66.681,"(18.128299999999999, -66.680999999999997)",Landslide,Landslide,Small,Downpour,,0,0
6711,8/24/14,Adjuntas,6.89036,Unknown,18.1254,-66.67,"(18.125399999999999, -66.67)",Landslide,Landslide,Medium,Downpour,,0,0
6712,11/07/2014,Villalba,3.65535,Unknown,18.1578,-66.479,"(18.157800000000002, -66.478999999999999)",Landslide,Landslide,Medium,Unknown,,0,0
6713,11/01/2014,Okap,5.23459,Urban area,19.745,-72.2152,"(19.745000000000001, -72.215199999999996)",Landslide,Landslide,Medium,Downpour,,0,1
6722,5/27/14,Okap,1.58489,Unknown,19.7698,-72.2085,"(19.7698, -72.208500000000001)",Landslide,Landslide,Small,Continuous rain,,1,3
6731,1/21/15,Joseph,44.08725,Above road,45.2091,-116.7067,"(45.209099999999999, -116.7067)",Landslide,Rockfall,Small,Unknown,,0,0
6735,1/28/15,San Isidro,22.32368,Below road,9.7962,-83.9498,"(9.7962000000000007, -83.949799999999996)",Landslide,Landslide,Small,Continuous rain,,0,0
6738,02/01/2015,Alpine,1.38372,Urban area,32.8364,-116.7692,"(32.836399999999998, -116.7692)",Landslide,Rockfall,Small,Unknown,,0,0
6747,02/06/2015,Dulce Nombre de Jesus,8.39161,Above road,10.0757,-83.9822,"(10.075699999999999, -83.982200000000006)",Landslide,Mudslide,Medium,Downpour,,0,0
6787,2/21/15,Beaver Falls,7.52989,Above road,40.7643,-80.2315,"(40.764299999999999, -80.231499999999997)",Landslide,Landslide,Small,Unknown,,0,0
6791,2/21/15,Clifton Forge,2.3091,Above road,37.8116,-79.7989,"(37.811599999999999, -79.798900000000003)",Landslide,Landslide,Small,Snowfall snowmelt,,0,0
6796,2/21/15,Prestonsburg,5.08152,Natural slope,37.6251,-82.7982,"(37.625100000000003, -82.798199999999994)",Landslide,Mudslide,Medium,Snowfall snowmelt,,0,0
6801,2/23/15,Stearns,6.35327,Above road,36.7172,-84.5448,"(36.717199999999998, -84.544799999999995)",Landslide,Rockfall,Small,Snowfall snowmelt,,0,0
6809,03/02/2015,Coal Run Village,16.40897,Above road,37.4233,-82.7058,"(37.423299999999998, -82.705799999999996)",Landslide,Mudslide,Small,Snowfall snowmelt,,0,0
6811,03/04/2015,Morehead,1.53883,Above road,37.2573,-87.1772,"(37.257300000000001, -87.177199999999999)",Landslide,Mudslide,Medium,Rain,,0,0
6815,03/04/2015,Gilbert Creek,5.06344,Natural slope,37.6142,-81.8692,"(37.614199999999997, -81.869200000000006)",Landslide,Mudslide,Medium,Rain,,1,0
6816,03/04/2015,Gilbert Creek,9.35294,Above river,37.657,-81.9237,"(37.656999999999996, -81.923699999999997)",Landslide,Mudslide,Medium,Rain,,0,0
6817,03/05/2015,Sissonville,8.93549,Above river,38.5312,-81.7334,"(38.531199999999998, -81.733400000000003)",Landslide,Mudslide,Medium,Snowfall snowmelt,,0,0
6818,03/04/2015,Inez,12.32235,Above road,37.8343,-82.4048,"(37.834299999999999, -82.404799999999994)",Landslide,Mudslide,Small,Rain,,0,0
6819,03/04/2015,Williamson,16.94705,Above road,37.6322,-82.0927,"(37.632199999999997, -82.092699999999994)",Landslide,Mudslide,Medium,Rain,,0,0
6820,03/04/2015,Harlan,12.77232,Natural slope,36.8619,-83.1806,"(36.861899999999999, -83.180599999999998)",Landslide,Mudslide,Medium,Downpour,,0,0
6821,03/04/2015,Rand,5.77112,Above road,38.2942,-81.6267,"(38.294199999999996, -81.6267)",Landslide,Other,Small,Rain,,0,0
6822,03/04/2015,Charleston,6.40459,Above road,38.395,-81.5871,"(38.395000000000003, -81.587100000000007)",Landslide,Other,Small,Rain,,0,0
6823,03/04/2015,Montgomery,3.66745,Above road,38.1935,-81.3669,"(38.1935, -81.366900000000001)",Landslide,Other,Medium,Rain,,0,0
6824,03/04/2015,Logan,2.59792,Unknown,37.8356,-81.969,"(37.835599999999999, -81.968999999999994)",Landslide,Mudslide,Medium,Rain,,0,0
6825,03/03/2015,Welch,18.30387,Above road,37.4076,-81.7889,"(37.407600000000002, -81.788899999999998)",Landslide,Mudslide,Medium,Rain,,0,0
6828,03/03/2015,Naranjos,12.70296,Above road,-5.7135,-77.6081,"(-5.7134999999999998, -77.608099999999993)",Landslide,Landslide,Medium,Downpour,,0,0
6829,03/04/2015,Tarapoto,2.89809,Unknown,-6.4859,-76.3867,"(-6.4859, -76.386700000000005)",Landslide,Mudslide,Medium,Rain,,0,0
6831,03/06/2015,Cumberland,7.52192,Mine construction,36.9822,-82.8934,"(36.982199999999999, -82.8934)",Landslide,Mudslide,Medium,Snowfall snowmelt,,0,0
6832,03/05/2015,Williamson,9.26151,Above road,37.7219,-82.31,"(37.721899999999998, -82.31)",Landslide,Mudslide,Medium,Rain,,0,0
6833,03/04/2015,Gilbert Creek,7.28713,Above road,37.64,-81.8769,"(37.64, -81.876900000000006)",Landslide,Mudslide,Small,Rain,,0,0
6834,03/05/2015,Whitesburg,1.49011,Mine construction,37.1306,-82.834,"(37.130600000000001, -82.834000000000003)",Landslide,Mudslide,Medium,Rain,,0,0
6835,03/04/2015,Hazard,11.13295,Above road,37.336,-83.1295,"(37.335999999999999, -83.129499999999993)",Landslide,Mudslide,Small,Snowfall snowmelt,,0,0
6836,03/05/2015,Sophia,2.71773,Above road,37.7028,-81.2565,"(37.702800000000003, -81.256500000000003)",Landslide,Mudslide,Small,Rain,,0,0
6837,03/05/2015,Moundsville,16.23811,Below road,39.838,-80.6061,"(39.838000000000001, -80.606099999999998)",Landslide,Mudslide,Medium,Rain,,0,0
6838,03/05/2015,Wise,2.94501,Natural slope,36.9972,-82.556,"(36.997199999999999, -82.555999999999997)",Landslide,Landslide,Small,Rain,,0,0
6843,03/09/2015,West Liberty,5.64478,Above road,37.4164,-82.7851,"(37.416400000000003, -82.7851)",Landslide,Mudslide,Medium,Unknown,,0,0
6844,03/09/2015,Hindman,9.63545,Above road,37.335,-82.8717,"(37.335000000000001, -82.871700000000004)",Landslide,Mudslide,Medium,Unknown,,0,0
6845,03/07/2015,Big Stone Gap,4.51597,Above road,36.9186,-82.7256,"(36.918599999999998, -82.7256)",Landslide,Mudslide,Medium,Rain,,0,0
6848,03/04/2015,Grundy,17.52647,Unknown,37.4221,-82.0184,"(37.4221, -82.0184)",Landslide,Mudslide,Medium,Rain,,0,0
6850,03/10/2015,Fairlea,2.82396,Above road,37.7663,-80.4306,"(37.766300000000001, -80.430599999999998)",Landslide,Mudslide,Small,Rain,,0,1
6853,03/09/2015,Hartford,3.14055,Below road,37.4774,-86.9225,"(37.477400000000003, -86.922499999999999)",Landslide,Landslide,Medium,Rain,,0,0
6854,03/10/2015,Yonkers,1.05895,Retaining wall,40.9387,-73.8896,"(40.938699999999997, -73.889600000000002)",Landslide,Mudslide,Small,Unknown,,0,0
6855,03/10/2015,Bellevue,1.19499,Above road,39.1139,-84.4888,"(39.113900000000001, -84.488799999999998)",Landslide,Mudslide,Small,Rain,,0,0
6858,03/10/2015,Chattanooga Valley,3.71673,Above road,34.9053,-85.3786,"(34.905299999999997, -85.378600000000006)",Landslide,Mudslide,Small,Continuous rain,,0,0
6859,03/12/2015,Charleston,3.35071,Mine construction,38.3686,-81.6026,"(38.368600000000001, -81.602599999999995)",Landslide,Landslide,Medium,Rain,,0,0
6860,03/11/2015,Williamson,0.84799,Above road,37.6758,-82.2679,"(37.675800000000002, -82.267899999999997)",Landslide,Rockfall,Small,Continuous rain,,0,0
6861,03/11/2015,Williamson,0.51702,Natural slope,37.676,-82.2719,"(37.676000000000002, -82.271900000000002)",Landslide,Mudslide,Small,Continuous rain,,0,0
6862,03/12/2015,Youngstown,1.20691,Below road,41.1006,-80.6351,"(41.1006, -80.635099999999994)",Landslide,Mudslide,Small,Unknown,,0,0
6875,3/15/15,Aspinwall,0.87791,Above road,40.4836,-79.9043,"(40.483600000000003, -79.904300000000006)",Landslide,Other,Small,Unknown,,0,0
6879,3/17/15,Pikeville,0.29989,Above road,37.478,-82.5158,"(37.478000000000002, -82.515799999999999)",Landslide,Unknown,Medium,Unknown,,0,0
6886,3/17/15,Fort Thomas,0.7855,Above road,39.0779,-84.4388,"(39.0779, -84.438800000000001)",Landslide,Mudslide,Small,Unknown,,0,0
6888,3/18/15,Wintersville,7.93943,Below road,40.4115,-80.7844,"(40.411499999999997, -80.784400000000005)",Landslide,Landslide,Small,Unknown,,0,0
6893,3/18/15,Macará,18.88784,Above road,-4.3313,-79.7811,"(-4.3312999999999997, -79.781099999999995)",Landslide,Landslide,Small,Continuous rain,,0,0
6900,3/18/15,Loja,1.82885,Unknown,-4.0094,-79.2073,"(-4.0094000000000003, -79.207300000000004)",Landslide,Landslide,Medium,Continuous rain,,0,0
6901,3/18/15,Catamayo,17.57187,Above road,-4.138,-79.4069,"(-4.1379999999999999, -79.406899999999993)",Landslide,Landslide,Medium,Continuous rain,,0,0
6902,3/18/15,Cuenca,10.16196,Above road,-2.866,-79.0892,"(-2.8660000000000001, -79.089200000000005)",Landslide,Landslide,Medium,Continuous rain,,0,0
6903,03/06/2015,Inez,7.14177,Above road,37.9176,-82.4895,"(37.9176, -82.489500000000007)",Landslide,Mudslide,Medium,Rain,,0,0
6914,3/21/15,San Francisco,1.4794,Natural slope,1.1656,-76.8755,"(1.1656, -76.875500000000002)",Landslide,Landslide,Medium,Unknown,,0,0
6916,5/18/15,Salgar,3.09014,Deforested slope,5.9681,-76.0113,"(5.9680999999999997, -76.011300000000006)",Landslide,Mudslide,Large,Rain,,40,92
6918,3/20/15,Harrison,10.15474,Below road,36.1807,-93.203,"(36.180700000000002, -93.203000000000003)",Landslide,Landslide,Small,Unknown,,0,0
6920,3/14/15,Day Heights,2.40349,Below road,39.1537,-84.2361,"(39.153700000000001, -84.236099999999993)",Landslide,Landslide,Small,Flooding,,0,0
6940,6/19/15,Stratmoor,6.75748,Natural slope,38.7714,-104.8574,"(38.7714, -104.8574)",Landslide,Landslide,Medium,Continuous rain,,0,0
6943,6/17/15,La Fortuna,5.96634,Below road,10.44,-84.6089,"(10.44, -84.608900000000006)",Landslide,Landslide,Small,Continuous rain,,0,0
6951,6/21/15,Saint James,4.05258,Unknown,39.544,-77.7175,"(39.543999999999997, -77.717500000000001)",Landslide,Mudslide,Small,Downpour,,0,0
6952,6/18/15,Longtown,19.40495,Below road,35.1087,-95.6457,"(35.108699999999999, -95.645700000000005)",Landslide,Mudslide,Small,Continuous rain,,0,0
